Id,Name,Number,StreetAddress,City,Province,PostalCode,Latitude,Longitude,Phone,Website,Hours,SupplierType,Email,MondayOpen,MondayClose,TuesdayOpen,TuesdayClose,WednesdayOpen,WednesdayClose,ThursdayOpen,ThursdayClose,FridayOpen,FridayClose,SaturdayOpen,SaturdayClose,SundayOpen,SundayClose,Description,Facebook,Twitter,Instagram,PaymentMethods,LicenseeSales,SpecialEventsOrdering,OnSiteSpecialEvents,OnSiteKitchen,KegSales,SommelierOnStaff,OnlineOrdering,SpecialOrdering,DeliveryService,GrowlerFill,Theme,HeroTitle,HeroDescription,DisplayInventory,ALSAMember,AHLAMember,EstablishmentType
53487,COAST WEST PIZZA AND STEAKHOUSE         ,78389800,18035 STONY PLAIN ROAD NW               ,EDMONTON                                          ,AB,T5S 1B2   ,,,(780) 444-2240  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53489,LEN'STEVES RESTAURANT INC.              ,78419200,5359 CALGARY TRAIL NW                   ,EDMONTON                                          ,AB,T6H 4J9   ,,,(780) 604-2718  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53490,THEATRE NETWORK                         ,78376200,10708 124 STREET NW                     ,EDMONTON                                          ,AB,T5M 0H1   ,,,(780) 453-2440  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53492,CROOKED DOCK MARINE CLUB                ,78419900,21-25054 SOUTH PINE LAKE ROAD           ,RED DEER COUNTY                                   ,AB,T0M 1R0   ,,,(403) 819-9286  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53493,ST MICHAELS INN LIQUOR                  ,78332200,4910 43 STREET                          ,RYCROFT                                           ,AB,T0H 3A0   ,,,(780) 527-9456  ,www.stmichaelsinn.ca,,Hotel,stmikeinn@gmail.com                     ,10:00am,8:30pm,10,8:30pm,10,8:30pm,10,8:30pm,10,8:30pm,10,8:30pm,10,8:30pm,,,,,,False,True,False,False,True,False,False,False,False,False,,,,,False,False,Hotel
53494,K INDOOR GOLF                           ,78382400,11850 SARCEE TRAIL NW                   ,CALGARY                                           ,AB,T3R 0A1   ,,,(587) 228-3326  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53495,LIQUORVILLE (BEACON HILL)               ,78405600,410-11877 SARCEE TRAIL NW               ,CALGARY                                           ,AB,T3R 1W5   ,51.159158,-114.163424,(403) 499-8000  ,,,Liquor Store,liquorville.beacon@gmail.com            ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
53496,QUIK-E-LIQUOR                           ,78410600,2C SIR WINSTON CHURCHILL AVENUE         ,ST ALBERT                                         ,AB,T8N 3T6   ,53.615439,-113.638616,(780) 237-7865  ,,,Liquor Store,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
53497,TIMBER RIVER STATION                    ,78433000,RR 43                                   ,SUNDRE                                            ,AB,T0M 1X0   ,,,(403) 368-9608  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53499,STRAWBERRY LIQUOR                       ,78375100,10430 HIGHWAY 2                         ,KINUSO                                            ,AB,T0G 1K0   ,49.939014,-113.54114,(780) 213-4946  ,,,Liquor Store,strawberryservices@hotmail.com          ,10:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,"Strawberry liquor 
Strawberry services Kinuso",,,,,True,True,False,False,True,False,False,True,True,False,,,,,False,False,Liquor Store
53502,LIQUOR TOWN HOMETOWN                    ,78421700,4-5004 DAHL DRIVE                       ,WHITECOURT                                        ,AB,T7S 1X6   ,54.141295,-115.669438,(780) 778-6227  ,,,Liquor Store,hometown@liquortown.net                 ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,8:00pm,,,,,,True,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
53503,LIQUOR TOWN VALLEY MALL                 ,78421800,13-4802 51 STREET                       ,WHITECOURT                                        ,AB,T7S 1R9   ,54.13917,-115.689188,(780) 778-6227  ,,,Liquor Store,doug@liquortown.net                     ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,11:00pm,10:00am,11:00 pm,10:00am,8:00 pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
53505,LIQUOR AROMA                            ,78430200,114-30 CRESTRIDGE COMMON SW             ,CALGARY                                           ,AB,T3B 6K2   ,51.086541,-114.270503,(403) 422-0967  ,LIQUORAROMA.CA,,Liquor Store,                                        ,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
53506,MELLOW YELLOW LIQUOR HOUSE INC.         ,78386400,16932 107 AVENUE NW                     ,EDMONTON                                          ,AB,T5P 4C3   ,53.553627,-113.612532,(780) 909-8786  ,https://mellowyellowliquor.ca/,,Liquor Store,myliquorhouse@gmail.com                 ,10:00am,10:45pm,10:00am,10:45pm,10:00am,11:15pm,10:00am,11:15pm,10:00am,12:30am,10:00am,12:30am,10:30am,9:45pm,"Mellow Yellow Liquor House
Cold Beer
Wine
Spirits
Coolers

We deliver!",https://m.facebook.com/mellowyellowcanada/,,,,False,True,True,False,True,False,True,True,True,False,,Mellow Yellow Liquor House,"COLD BEER. WINE. SPIRTIS. COOLERS

We are Different and It shows

FOR DELIVERY CALL@ 780.488.0298",True,False,False,Liquor Store
53508,SAFEWAY LIQUOR HERITAGE                 ,78250800,10940 23 AVENUE NW                      ,EDMONTON                                          ,AB,T6J 7J9   ,53.454026,-113.511253,(825) 202-7639  ,www.sobeysliquor.com,,Liquor Store,swcb4817heritage@sobeys.com             ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,9:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
53509,BORDER INN AND SUITES                   ,78385400,5411 44 STREET                          ,LLOYDMINSTER                                      ,AB,T9V 0A9   ,,,(780) 875-4404  ,,,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Hotel
53510,MOONLIGHT                               ,78355000,725A 17 AVENUE SW                       ,CALGARY                                           ,AB,T2S 0B6   ,,,(587) 429-7555  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53511,50TH NORTH PUB AND EATERY               ,78386700,SUPER 8 MOTEL - 7474 50 AVENUE          ,RED DEER                                          ,AB,T4P 1X7   ,,,(403) 880-2015  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53512,KICKS SALOON                            ,78432200,4820 49 AVENUE                          ,REDWATER                                          ,AB,T0A 2W0   ,,,(780) 580-2501  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53513,WATER VALLEY GOLF CLUB                  ,78395300,29206 RANGE ROAD 51                     ,WATER VALLEY                                      ,AB,T0M 2E0   ,,,(403) 547-3355  ,,,Community Centre,austin@watervalleygolf.ca               ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53514,MANNVILLE & AREA LIQUOR STORE           ,78422300,4646 46 STREET                          ,MANNVILLE                                         ,AB,T0B 2W0   ,53.333552,-111.174012,(780) 763-3966  ,,,Liquor Store,harnold@mcsnet.ca                       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
53515,WINTERBURN LIQUOR                       ,78431000,21528 115 AVENUE NW                     ,EDMONTON                                          ,AB,T5S 2N7   ,53.56644,-113.689769,(780) 945-1975  ,,,Liquor Store,winterburnliquor@hotmail.com            ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,12:00am,10:00am,11pm,10:00am,7:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
53516,BOHCA BISTRO & BAR                      ,78165400,10351 82 AVENUE NW                      ,EDMONTON                                          ,AB,T6E 1Z9   ,,,(639) 590-4637  ,,,Restaurant,admin@bohca.ca                          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53517,STARR DISTILLING                        ,78408400,15-4127 6 STREET NE                     ,CALGARY                                           ,AB,T2E 6V5   ,,,(403) 971-7600  ,,,Distillery/Brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
53518,FIVE-O BAR AND GRILL                    ,78424800,5017 50 STREET                          ,BEAUMONT                                          ,AB,T4X 1J9   ,,,(780) 929-0970  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53520,GREENVIEW GOLF RESORT                   ,78433700,705-27A RANGE ROAD 244                  ,M.D. OF GREENVIEW NO. 16 (GRANDE PRAIRIE DISTRICT),AB,T0H 3N0   ,,,(780) 524-3673  ,,,Community Centre,greenviewgolf22@gmail.com               ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53521,LIQUOR BARON                            ,78407600,103-114 SIERRA SPRINGS DRIVE SE         ,AIRDRIE                                           ,AB,T4B 3G6   ,51.269355,-114.002907,(416) 829-8065  ,,,Liquor Store,                                        ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,12:00am,10:00am,12:00am,10:00am,10:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
53522,METRO BILLIARDS                         ,78410300,17512 STONY PLAIN ROAD NW               ,EDMONTON                                          ,AB,T5S 1A1   ,,,(780) 819-5605  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53523,LAKESIDE LIQUOR MARKET                  ,78393200,5129 50 STREET                          ,WABAMUN                                           ,AB,T0E 2K0   ,53.558596,-114.468162,(780) 892-2572  ,,,Liquor Store,lakesideliquormarket@gmail.com          ,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,,,,,,True,True,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
53524,LOL LIQUOR                              ,78426200,2-113 MAIN STREET SW                    ,FALHER                                            ,AB,T0H 1M0   ,55.735881,-117.202081,(587) 647-5069  ,http://www.lolliquor.ca/,,Liquor Store,lolliquor@outlook.com                   ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,12:00pm,5:00pm,RETAIL LIQUOR STORE,https://www.facebook.com/lolliquor.in.falher,,,,False,False,False,False,True,False,True,True,False,False,,,,,False,False,Liquor Store
53525,INDUSTRIAL CONCESSION                   ,78426900,1741 39 AVENUE NE                       ,CALGARY                                           ,AB,T2E 6W7   ,,,(403) 615-0481  ,,,Community Centre,katiecaswell77@gmail.com                ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53526,LONGSHOTZ GOLF                          ,78394400,2016 SHERWOOD DRIVE                     ,SHERWOOD PARK                                     ,AB,T8A 3X3   ,,,(780) 953-4977  ,www.longshotz.ca,,Restaurant,                                        ,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,"Longshotz Golf 
Indoor Golf & Sports Bar",,,,,False,True,True,True,False,False,False,False,False,False,,,,,False,False,Restaurant
53527,ASPEN CROSSING                          ,78232900,BOX 30                                  ,MOSSLEIGH                                         ,AB,T0L 1P0   ,,,(403) 534-2129  ,,,General Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,General Store
53529,GP LIQUOR WAREHOUSE                     ,78412400,15502 101 STREET                        ,GRANDE PRAIRIE                                    ,AB,T8V 0P7   ,55.22006,-118.799159,(780) 380-0568  ,,,Liquor Store,gpliquorwarehouse@gmail.com             ,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,,,,,,True,True,False,False,True,False,False,True,True,False,,,,,False,False,Liquor Store
53531,BIG MARBLE GO CENTRE KINCESSION         ,78428300,2000 DIVISION AVENUE NORTH              ,MEDICINE HAT                                      ,AB,T1C 1X9   ,,,(403) 502-8566  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53532,KINPLEX ARENA                           ,78428400,1-2055 21 AVENUE SE                     ,MEDICINE HAT                                      ,AB,T1A 3Y3   ,,,(403) 502-8566  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53533,ECHO DALE REGIONAL PARK CONCESSION      ,78428500,1001 ECHODALE ROAD                      ,MEDICINE HAT                                      ,AB,T0K 0G0   ,,,(403) 529-8333  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53534,HOCKEY HOUNDS RECREATION CENTRE         ,78428600,39 10 STREET NE                         ,MEDICINE HAT                                      ,AB,T1A 5Y5   ,,,(403) 527-4171  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53535,LIQUOR BOX                              ,78429800,2112 CROWCHILD TRAIL NW                 ,CALGARY                                           ,AB,T2M 3Y7   ,51.070412,-114.117742,(780) 905-4373  ,,,Liquor Store,shamsherhamza@gmail.com                 ,11:00am,10:00pm,11:00am,10:00pm,11,10:00pm,11,10:00pm,11,10:00pm,11,10:00pm,11,10:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
53536,AXES & APPLES                           ,78359800,1020 8 AVENUE                           ,COLD LAKE                                         ,AB,T9M 1K2   ,,,(780) 813-2466  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53537,BRAGG CREEK DISTILLERS TASTING AND SALES,78406800,CENTRE                                  ,BRAGG CREEK                                       ,AB,T0L 0K0   ,,,(587) 997-9394  ,http://braggcreekdistillers.ca/,,Restaurant,info@braggcreekdistillers.ca            ,Closed,,Closed,,Closed,,12:00pm,6:00pm,12:00pm,8:00pm,12:00pm,8:00pm,12:00pm,6:00pm,Tasting and sales centre for Bragg Creek Distillers.,https://www.facebook.com/Braggcreekdistillersinc,,https://www.instagram.com/braggcreekdist/,,True,False,True,False,False,False,False,False,False,False,,,,,False,False,Restaurant
53538,LAKESHORE LIQUOR                        ,78436900,5227 LAKESHORE DRIVE                    ,SYLVAN LAKE                                       ,AB,T4S 1Y8   ,52.310539,-114.10455,(403) 432-1511  ,,,Liquor Store,lakeshoreliquor2022@gmail.com           ,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,"Craft Beer, Canadian Beer, Imported Beer, Gin, Tequila, Vodka, Rum, Whiskey, Scotch, Wine and many more",https://www.facebook.com/lakeshoreliquor,,,,True,False,False,False,True,False,False,True,True,False,,,,,False,False,Liquor Store
53539,OFF SEASON                              ,78435800,103-8930 111 STREET                     ,GRANDE PRAIRIE                                    ,AB,T8W 4W1   ,,,(780) 538-3808  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53540,CALGARY FARMYARD                        ,78363300,284022 TOWNSHIP ROAD 224                ,ROCKY VIEW COUNTY                                 ,AB,T1X 0J6   ,,,(403) 991-2676  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53541,SIP LIQUOR MARKET                       ,78442300,2-10240 124 STREET                      ,EDMONTON                                          ,AB,T5N 3W6   ,53.544237,-113.536281,(780) 868-6157  ,www.sipliquor.ca,,Liquor Store,hello@sipliquor.ca                      ,Closed,Closed,12:00pm,8:00pm,12:00pm,8:00pm,12:00pm,8:00pm,12:00pm,8:00pm,11:00am,8:00pm,11:00am,8:00pm,,,,,,False,False,False,False,False,False,True,False,True,False,,,,,False,False,Liquor Store
53542,FILLCAN LIQUORS                         ,78445100,2-7110 50 AVENUE                        ,RED DEER                                          ,AB,T4N 6A5   ,52.296238,-113.815101,(587) 693-1204  ,,,Liquor Store,admin@fillcanliquorsinc.ca              ,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
53543,BARNEY'S ADVENTURE PARK                 ,78404900,14 KM WEST OF DRUMHELLER                ,STARLAND COUNTY                                   ,AB,T0J 0Y0   ,,,(403) 334-8200  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53544,BUZZ LIQUOR                             ,78443000,13-3109 PALLISER DRIVE SW               ,CALGARY                                           ,AB,T2V 4W5   ,50.970103,-114.130874,(604) 442-3027  ,,,Liquor Store,buzzliquor@outlook.com                  ,12:00pm,10:00pm,12:00pm,10:00pm,12:00pm,10:00pm,12:00pm,10:00pm,12:00pm,11:00pm,12:00pm,11:00pm,12:00pm,10:00pm,delivery at front dorr please,,,,,True,False,False,False,False,False,True,False,False,False,,,,,False,False,Liquor Store
53545,PRAIRIE BEARS CIDER CO LTD.             ,78395500,53523 RANGE ROAD 32                     ,ALBERTA BEACH                                     ,AB,T0E 0A1   ,,,(587) 433-5747  ,,,Distillery/Brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
53546,GRAND                                   ,78293600,608 1 STREET SW                         ,CALGARY                                           ,AB,T2P 1M6   ,,,(403) 519-9394  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53548,STANFORD INN & SUITES                   ,78450200,11401 100 AVENUE                        ,GRANDE PRAIRIE                                    ,AB,T8V 5M6   ,,,(780) 539-5678  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53549,EVEREST LIQUOR DISCOUNTER               ,78451600,5306 49 AVENUE                          ,TABER                                             ,AB,T1G 1T8   ,49.785404,-112.144935,(403) 223-4949  ,,,Liquor Store,everestliquor1@gmail.com                ,9:45am,10:00pm,9:45am,10:00pm,9:45am,10:00pm,9:45am,10:00pm,9:45am,11:00pm,10:00am,11:00pm,9:45am,10:00pm,,,,,,False,True,False,False,True,False,False,False,False,False,,,,,False,False,Liquor Store
53550,SHIDDY'S DISTILLING                     ,78317400,3 26515 TOWNSHIP ROAD 514               ,EDMONTON                                          ,AB,T6E 1N5   ,,,(780) 200-5858  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
53551,DELTON BOSS LIQUOR                      ,78444800,12902 82 STREET NW                      ,EDMONTON                                          ,AB,T5E 2T2   ,53.587327,-113.46778,(780) 885-5991  ,,,Liquor Store,deltonbossliquor@gmail.com              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
53552,STETTLER BREWING COMPANY LTD.           ,78398100,4513 51 STREET                          ,STETTLER                                          ,AB,T0C 2L0   ,,,(403) 741-5456  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
53553,MARK'S PLACE DINING                     ,78403800,CRU6-5303 48 AVENUE                     ,REDWATER                                          ,AB,T0A 2W0   ,,,(780) 990-8087  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53554,COOP LIQUOR STORE HYTHE                 ,78447900,10212 100 AVENUE                        ,HYTHE                                             ,AB,T0H 2C0   ,55.330226,-119.558567,(780) 882-1645  ,,,Liquor Store,Karen.fladager@newhorion.crs            ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
53555,SHERWOOD LIQUOR LAND                    ,78436500,201-28 STRATHMOOR DRIVE                 ,SHERWOOD PARK                                     ,AB,T8H 2B7   ,53.565931,-113.326152,(780) 945-9559  ,,,Liquor Store,sherwoodliquorland@gmail.com            ,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,10:00pm,,,,,,True,False,False,False,False,False,False,True,True,False,,,,,False,False,Liquor Store
53556,SPEEDERS                                ,78365100,12810 170 STREET NW                     ,EDMONTON                                          ,AB,T5V 0A6   ,,,(780) 451-4377  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53558,SUPER LIQUOR HUB                        ,78436700,102-15808 100 AVENUE NW                 ,EDMONTON                                          ,AB,T5P 0L2   ,53.539496,-113.594489,(780) 716-4825  ,https://www.superliquorhub.com/,,Liquor Store,superliquorhub@outlook.com              ,10:00am,12:00am,10:00am,12:00Am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,10:00pm,"Super Liquor Hub provide a wide range of variety in all liquors.  We carry all sorts of wine, spirts and the best beers. We can also order in your favorite drinks specially for you. Must check out our dark and light liquor selections. Every flavor imaginable. A store that genuinely cares about its clients and prices affordable to the public. Prices that you simply can't beat! Hope to you see you soon.",https://www.facebook.com/superliquorhub/,https://twitter.com/superliquorhub,https://www.instagram.com/superliquorhub/,,True,True,True,False,False,False,False,True,True,False,Theme 2,Super Liquor Hub,"Super Liquor Hub provide a wide range of all liquors. We carry all sorts of wine, spirits and best beers in town. We can also order in your favorite drinks specially for you. Must check out our dark and light liquor selections. Every flavor imaginable. A store that genuinely cares about its clients and prices affordable to the public. Prices that you simply can't beat! Hope to you see you soon.",True,False,False,Liquor Store
53559,CECIL HOTEL                             ,78449700,733 4 STREET SE                         ,MEDICINE HAT                                      ,AB,T1A 0L3   ,,,(403) 526-2851  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53560,EDGEMONT ATHLETIC                       ,78387200,7222 EDGEMONT BOULEVARD NW              ,CALGARY                                           ,AB,T3A 2X7   ,,,(403) 869-6453  ,,,Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53561,33 ACRES BREWING COMPANY ALBERTA        ,78409000,227 11 AVENUE SW                        ,CALGARY                                           ,AB,T2R 1R9   ,,,(604) 367-8482  ,,,Distillery/Brewery,calgary@33acresbrewing.com              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
53562,SUYA HAUSE & LOUNGE INC                 ,78435300,1-10018 106 STREET                      ,EDMONTON                                          ,AB,T5J 1G1   ,,,(403) 401-3245  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53563,MONKEY TOP SALOON                       ,78449800,5002 50 AVENUE                          ,BENTLEY                                           ,AB,T0C 0J0   ,,,(403) 872-2830  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53564,ROYAL HOTEL                             ,78450700,4919 49 STREET                          ,STETTLER                                          ,AB,T0C 2L2   ,,,(604) 720-5112  ,,,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Hotel
53565,EVEREST LIQUOR DISCOUNTER               ,78451400,301 BROADWAY AVENUE EAST                ,REDCLIFF                                          ,AB,T0J 2P0   ,50.077508,-110.784316,(403) 529-7222  ,,,Liquor Store,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
53566,SPANKY'S SALOON                         ,78348700,219 10 AVENUE SW                        ,CALGARY                                           ,AB,T2R 0A4   ,,,(403) 615-1130  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53567,7TH AVE WINE AND SPIRITS                ,78430000,925A 7 AVENUE SW                        ,CALGARY                                           ,AB,T2P 2B5   ,51.046939,-114.082805,(587) 216-7877  ,,,Liquor Store,pjaswal@hotmail.com                     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
53569,SCARPETTA AT THE RIVIERA                ,78453600,3525 26 STREET NE                       ,CALGARY                                           ,AB,T1Y 0C8   ,,,(403) 714-0300  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53570,GLACIER GREENS GOLF COURSE              ,78457200,54007 HIGHWAY 779                       ,PARKLAND COUNTY                                   ,AB,T7X 3V4   ,,,(780) 278-6341  ,,,Community Centre,info@glaciergreens.ca                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
53571,JASPER PLACE CURLING CLUB               ,65031200,16521 107 AVENUE NW                     ,EDMONTON                                          ,AB,T5P 0Y7   ,53.551232,-113.605542,(780) 489-6428  ,,,Community Centre,cathy@jasperplacecurling.ca             ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
53572,POWERAGE                                ,78405000,10643 124 STREET NW                     ,EDMONTON                                          ,AB,T5N 1S5   ,,,(780) 905-6687  ,,,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
53573,STAR LIQUOR & WINE BOUTIQUE             ,78415400,110-15 MASTERS DRIVE SE                 ,CALGARY                                           ,AB,T3M 2M6   ,50.8947,-113.908297,(403) 921-7723  ,,,Liquor Store,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
53575,YELLOWHEAD BREWERY                      ,76888000,10229 105 STREET NW                     ,EDMONTON                                          ,AB,T5J 1E3   ,,,(780) 425-2506  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Distillery/Brewery
53576,SMILIE'S PLACE                          ,78437500,8214 175 STREET NW                      ,EDMONTON                                          ,AB,T5T 1V1   ,,,(789) 444-1522  ,,,Restaurant,                                        ,11:00am,2:00am,11:00am,2:00am,11:00am,2:00am,11:00am,2:00am,11:00am,2:00am,11:00am,2:00am,11:00am,2:00am,,,,,,True,True,True,True,False,False,True,False,True,False,,,,,False,False,Restaurant
53577,CASK & SCREW LIQUOR                     ,78450800,1-128 EDMONTON TRAIL SE                 ,AIRDRIE                                           ,AB,T4B 1S2   ,51.290343,-114.001018,(587) 718-9697  ,,,Liquor Store,caskandscrewliquor@gmail.com            ,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,,,,,,True,True,False,False,False,False,True,False,True,False,,,,,False,False,Liquor Store
